Drug,Disease,n.source,n.target,d,z,0degree.target.keyprotein,1degree.target.keyprotein,2degree.target.keyprotein,n.0degree,n.1degree,n.2degree,coverage.score,specificity.score
CIDs20081899,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs23645271,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs23644649,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm00198751,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs11563409,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs11606143,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs11375002,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm24879318,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm20081899,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs00078057,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
